SalePrice,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,House_Age,Remod_Age,Garage_Age,Remod_Age_Avg
100000,0.0,7446,0.0,266,788,788,0,788,0,1,0,4,2,0,0,0,RL,None,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,None,None,None,None,Y,GdWo,None,WD,Abnorml,30,4,5,80,71,0.0,75.5
109000,60.0,10134,0.0,0,735,735,299,1034,0,1,0,5,0,240,0,39,RL,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,5,6,81,71,81.0,76.0
129000,68.0,9571,0.0,739,1144,1144,0,1144,1,1,0,6,0,596,44,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,6,65,65,65.0,65.0
123000,60.0,7200,0.0,777,894,894,0,894,0,1,0,6,0,600,215,0,RL,None,Reg,Low,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,RFn,TA,TA,Y,None,None,WD,Normal,20,5,5,49,49,36.0,49.0
169500,69.0,7590,288.0,540,864,876,936,1812,0,2,0,8,1,264,0,168,RL,None,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,5,5,59,59,59.0,59.0
67000,60.0,8967,0.0,0,961,1077,0,1077,0,1,0,6,0,338,0,0,RM,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,TA,Maj2,None,Detchd,Unf,Po,Po,N,None,None,WD,Abnorml,30,5,2,101,71,101.0,86.0
241000,65.0,8125,100.0,812,1092,1112,438,1550,1,2,0,7,0,438,0,168,FV,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,15,14,14.0,14.5
164990,65.0,8767,0.0,24,1310,1310,0,1310,0,2,0,6,1,400,0,0,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,7,5,16,16,16.0,16.0
108000,60.0,10200,0.0,0,672,672,0,672,0,1,0,4,0,240,168,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,GdPrv,None,WD,Normal,30,5,8,81,24,81.0,52.5
168000,0.0,10364,0.0,0,806,806,766,1572,0,2,1,7,1,373,0,40,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,26,25,26.0,25.5
150000,0.0,9991,0.0,1116,1281,1620,0,1620,1,2,0,8,1,490,120,78,RL,None,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,TA,Attchd,Unf,TA,TA,Y,GdWo,None,WD,Normal,20,4,4,45,28,28.0,36.5
177000,63.0,15576,0.0,0,840,840,840,1680,0,2,0,8,0,308,0,0,RL,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,70,6,7,106,45,61.0,75.5
280000,109.0,14154,350.0,0,1063,1071,1101,2172,0,2,1,9,1,947,192,62,RL,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,New,Partial,60,7,5,15,15,15.0,15.0
339750,85.0,10800,100.0,789,1034,1050,1028,2078,1,2,1,8,1,836,0,102,FV,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,60,8,5,14,13,13.0,13.5
60000,68.0,9571,0.0,0,1276,1276,0,1276,0,1,0,5,0,350,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,BrkComm,Brk Cmn,None,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Mod,None,Attchd,Unf,TA,TA,Y,None,None,COD,Abnorml,20,5,3,63,63,63.0,63.0
145000,100.0,34650,0.0,1056,1056,1056,0,1056,1,1,0,5,0,572,264,0,RL,None,Reg,Bnk,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,N,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,190,5,5,66,66,66.0,66.0
222000,0.0,4403,432.0,578,1470,1478,0,1478,1,2,1,7,1,484,0,144,FV,None,IR2,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,7,5,12,12,12.0,12.0
115000,56.0,8960,0.0,0,1008,1028,0,1028,0,1,0,5,1,360,0,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,5,6,94,71,94.0,82.5
228000,59.0,11228,0.0,50,1080,1080,1017,2097,0,2,1,9,1,678,196,187,RL,None,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,60,7,5,28,28,28.0,28.0
181134,73.0,8899,0.0,24,1340,1340,0,1340,0,2,0,6,0,396,100,30,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,7,5,14,14,14.0,14.0
149500,74.0,7844,203.0,209,672,672,728,1400,0,1,1,6,1,440,0,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,7,43,43,43.0,43.0
239000,86.0,22420,0.0,1128,1370,1370,1254,2624,1,2,1,10,1,864,0,0,RL,None,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,Hip,Wd Sdng,Stucco,None,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,N,None,None,WD,Normal,70,6,6,103,71,103.0,87.0
126000,60.0,8160,0.0,312,756,756,378,1134,1,1,1,7,0,240,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,P,None,None,WD,AdjLand,50,5,6,81,71,81.0,76.0
142000,65.0,8450,0.0,775,1056,1056,0,1056,1,1,0,6,1,304,0,85,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,6,53,53,53.0,53.0
206300,78.0,7060,200.0,1309,1344,1344,0,1344,2,2,0,8,0,784,0,0,RM,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,Gable,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Alloca,90,7,5,24,23,24.0,23.5
215000,0.0,16635,126.0,1246,1602,1602,0,1602,0,2,0,8,1,529,240,0,RL,None,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,6,7,44,21,44.0,32.5
113000,100.0,21750,0.0,0,988,988,0,988,0,1,0,4,0,520,0,0,RL,None,Reg,HLS,Inside,Mod,Mitchel,Artery,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Attchd,RFn,TA,TA,N,None,None,WD,Normal,20,5,5,67,67,67.0,67.0
315000,80.0,9200,473.0,986,1470,1470,1160,2630,1,2,1,8,1,696,0,66,RL,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,8,5,23,23,23.0,23.0
139000,72.0,9000,74.0,616,1196,1196,0,1196,1,1,0,6,1,297,0,44,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,6,5,65,65,65.0,65.0
135000,60.0,3378,0.0,0,651,707,682,1389,0,1,1,6,2,240,0,0,RM,Grvl,Reg,HLS,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,None,None,WD,Normal,60,7,8,75,29,74.0,52.0
109008,77.0,8593,0.0,288,907,907,0,907,0,1,0,5,0,352,0,0,RL,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,4,6,64,64,57.0,64.0
195400,64.0,6762,108.0,664,1208,1208,0,1208,1,2,0,6,0,628,105,54,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,14,14,14.0,14.0
175000,130.0,11457,0.0,1005,1392,1412,0,1412,1,2,0,6,1,576,0,0,RL,None,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,6,5,33,33,33.0,33.0
85400,21.0,1680,232.0,387,483,483,504,987,0,1,1,4,0,264,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,COD,Abnorml,160,6,5,50,50,50.0,50.0
79900,60.0,5586,0.0,0,901,1088,110,1198,0,1,0,7,0,0,0,98,RM,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,None,N,MnPrv,None,ConLD,Abnorml,50,6,7,101,23,0.0,62.0
122500,24.0,1920,376.0,471,765,765,600,1365,1,1,1,6,0,440,240,36,RM,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,160,5,5,50,50,50.0,50.0
181000,100.0,10839,0.0,0,926,926,678,1604,0,2,1,7,1,470,0,36,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,24,23,24.0,23.5
81000,21.0,1890,0.0,495,630,630,0,630,1,1,0,3,0,0,88,0,RM,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,Gable,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,180,4,7,49,49,0.0,49.0
212000,43.0,10667,0.0,385,799,827,834,1661,1,2,1,6,1,550,158,61,RL,None,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,ConLw,Normal,60,7,6,25,25,25.0,25.0
116000,40.0,4400,0.0,0,648,734,384,1118,0,1,0,6,0,440,0,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,6,8,101,71,31.0,86.0
119000,50.0,6000,0.0,0,884,904,0,904,0,1,0,4,0,180,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,45,6,7,95,17,95.0,56.0
90350,40.0,4280,0.0,365,440,694,0,694,0,1,0,4,1,352,0,0,RL,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,Gd,TA,P,MnPrv,None,WD,Normal,30,5,6,108,19,31.0,63.5
110000,67.0,12354,0.0,0,684,684,512,1196,0,1,0,7,0,528,0,46,RL,Grvl,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,GdPrv,Shed,ConLI,Normal,50,6,8,101,21,16.0,61.0
118000,92.0,12108,270.0,133,1440,1440,0,1440,0,2,0,8,0,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,FuseF,Fa,Typ,None,None,None,None,None,Y,None,None,WD,Normal,90,4,4,66,66,0.0,66.0
162900,52.0,6240,0.0,0,1078,1128,445,1573,0,2,0,8,1,360,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,None,None,WD,Normal,50,5,7,91,29,91.0,60.0
172500,53.0,3922,72.0,0,1258,1258,0,1258,0,2,0,6,1,648,144,16,RL,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,120,7,5,15,14,14.0,14.5
210000,70.0,8750,0.0,642,915,933,975,1908,1,2,1,8,1,493,144,133,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,60,7,5,27,26,27.0,26.5
127500,73.0,9855,0.0,0,1436,1689,0,1689,0,1,0,7,1,480,0,0,RL,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,MnPrv,None,COD,Normal,20,6,5,65,65,65.0,65.0
199900,0.0,11214,0.0,0,930,956,930,1886,0,2,1,10,1,431,89,0,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,23,22,23.0,22.5
119500,50.0,8600,0.0,0,780,780,596,1376,0,2,0,7,1,198,0,0,RM,None,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,None,None,WD,Normal,50,6,6,84,71,84.0,77.5
120000,50.0,6000,0.0,331,649,679,504,1183,0,1,1,6,0,308,0,176,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,3,7,73,19,40.0,46.0
110000,70.0,5684,0.0,0,813,813,0,813,0,1,0,5,0,270,0,113,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,None,Detchd,Unf,Fa,Fa,N,None,None,WD,Normal,30,6,8,91,16,89.0,53.5
204000,0.0,9303,42.0,742,872,888,868,1756,1,2,1,7,0,422,144,122,RL,None,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,25,24,25.0,24.5
210000,75.0,9000,0.0,0,768,786,804,1590,0,2,1,6,0,676,0,30,FV,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,8,5,13,13,13.0,13.0
188000,63.0,9297,0.0,1606,1728,1728,0,1728,2,2,0,8,0,560,0,0,RL,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Family,90,5,5,45,45,45.0,45.0
175500,80.0,9600,320.0,916,1242,1242,0,1242,0,1,1,6,1,528,0,0,RL,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,7,6,48,48,48.0,48.0
98000,34.0,4571,0.0,0,624,624,720,1344,0,1,0,7,0,513,0,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,None,None,COD,Abnorml,70,5,5,105,71,105.0,88.0
161000,0.0,5100,0.0,0,588,833,833,1666,0,1,0,7,1,228,192,63,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Hip,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,70,8,7,96,25,96.0,60.5
263435,75.0,8004,110.0,544,832,832,1103,1935,1,2,1,8,0,552,0,150,FV,None,IR1,Lvl,Inside,Gtl,Somerst,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,BuiltIn,Fin,TA,TA,Y,None,None,New,Partial,60,8,5,12,12,12.0,12.0
155000,60.0,7200,0.0,350,560,575,560,1135,1,1,0,6,0,576,256,0,RL,None,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,70,7,9,85,14,50.0,49.5
188700,74.0,11988,0.0,326,715,849,811,1660,0,1,1,6,1,240,0,0,RL,None,IR1,HLS,Inside,Mod,Crawfor,Norm,1Fam,2Story,Hip,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,70,6,7,87,26,82.0,56.5
124000,60.0,8430,136.0,616,1040,1040,0,1040,0,2,0,5,0,0,0,0,RL,None,Reg,HLS,Inside,Mod,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,20,5,5,43,43,0.0,43.0
178740,0.0,3072,18.0,0,1375,1414,0,1414,0,2,0,6,1,398,144,20,RM,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,120,7,5,17,17,17.0,17.0
146500,79.0,9480,224.0,386,728,888,756,1644,0,1,1,7,2,312,168,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,2Story,Gable,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,70,5,7,79,26,79.0,52.5
250000,98.0,11428,248.0,0,1626,1634,0,1634,0,2,0,7,1,866,0,44,RL,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,8,5,15,15,15.0,15.0
