SalePrice,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MiscVal,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,House_Age,Remod_Age,Garage_Age
150000,0.0,9991,0.0,1116,165,1281,1620,0,1620,1,2,0,3,8,1,2,490,120,78,0,RL,None,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,TA,Attchd,Unf,TA,TA,Y,GdWo,None,WD,Normal,20,4,4,45,28,28.0
177000,63.0,15576,0.0,0,840,840,840,840,1680,0,2,0,4,8,0,1,308,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,70,6,7,106,45,61.0
280000,109.0,14154,350.0,0,1063,1063,1071,1101,2172,0,2,1,3,9,1,3,947,192,62,0,RL,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,New,Partial,60,7,5,15,0,15.0
339750,85.0,10800,100.0,789,245,1034,1050,1028,2078,1,2,1,3,8,1,3,836,0,102,0,FV,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,60,8,5,14,13,13.0
60000,68.0,9571,0.0,0,1276,1276,1276,0,1276,0,1,0,3,5,0,1,350,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,BrkComm,Brk Cmn,None,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Mod,None,Attchd,Unf,TA,TA,Y,None,None,COD,Abnorml,20,5,3,63,0,63.0
145000,100.0,34650,0.0,1056,0,1056,1056,0,1056,1,1,0,3,5,0,2,572,264,0,0,RL,None,Reg,Bnk,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,N,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,190,5,5,66,0,66.0
222000,0.0,4403,432.0,578,892,1470,1478,0,1478,1,2,1,2,7,1,2,484,0,144,0,FV,None,IR2,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,7,5,12,0,12.0
115000,56.0,8960,0.0,0,1008,1008,1028,0,1028,0,1,0,2,5,1,2,360,0,0,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,5,6,94,71,94.0
228000,59.0,11228,0.0,50,499,1080,1080,1017,2097,0,2,1,3,9,1,3,678,196,187,0,RL,None,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,60,7,5,28,0,28.0
181134,73.0,8899,0.0,24,1316,1340,1340,0,1340,0,2,0,3,6,0,2,396,100,30,0,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,7,5,14,0,14.0
149500,74.0,7844,203.0,209,463,672,672,728,1400,0,1,1,3,6,1,2,440,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,7,43,0,43.0
239000,86.0,22420,0.0,1128,242,1370,1370,1254,2624,1,2,1,4,10,1,3,864,0,0,0,RL,None,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,Hip,Wd Sdng,Stucco,None,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,N,None,None,WD,Normal,70,6,6,103,71,103.0
126000,60.0,8160,0.0,312,444,756,756,378,1134,1,1,1,3,7,0,1,240,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,P,None,None,WD,AdjLand,50,5,6,81,71,81.0
142000,65.0,8450,0.0,775,281,1056,1056,0,1056,1,1,0,3,6,1,1,304,0,85,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,6,53,0,53.0
206300,78.0,7060,200.0,1309,35,1344,1344,0,1344,2,2,0,2,8,0,4,784,0,0,0,RM,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,Gable,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Alloca,90,7,5,24,23,24.0
215000,0.0,16635,126.0,1246,356,1602,1602,0,1602,0,2,0,3,8,1,2,529,240,0,0,RL,None,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,6,7,44,21,44.0
113000,100.0,21750,0.0,0,988,988,988,0,988,0,1,0,2,4,0,2,520,0,0,0,RL,None,Reg,HLS,Inside,Mod,Mitchel,Artery,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Attchd,RFn,TA,TA,N,None,None,WD,Normal,20,5,5,67,0,67.0
315000,80.0,9200,473.0,986,484,1470,1470,1160,2630,1,2,1,4,8,1,3,696,0,66,0,RL,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,8,5,23,0,23.0
139000,72.0,9000,74.0,616,580,1196,1196,0,1196,1,1,0,2,6,1,1,297,0,44,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,6,5,65,0,65.0
135000,60.0,3378,0.0,0,651,651,707,682,1389,0,1,1,3,6,2,1,240,0,0,0,RM,Grvl,Reg,HLS,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,None,None,WD,Normal,60,7,8,75,29,74.0
109008,77.0,8593,0.0,288,619,907,907,0,907,0,1,0,3,5,0,1,352,0,0,0,RL,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,4,6,64,0,57.0
195400,64.0,6762,108.0,664,544,1208,1208,0,1208,1,2,0,2,6,0,2,628,105,54,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,14,0,14.0
175000,130.0,11457,0.0,1005,387,1392,1412,0,1412,1,2,0,3,6,1,2,576,0,0,0,RL,None,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,6,5,33,0,33.0
85400,21.0,1680,232.0,387,96,483,483,504,987,0,1,1,2,4,0,1,264,0,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,COD,Abnorml,160,6,5,50,0,50.0
79900,60.0,5586,0.0,0,901,901,1088,110,1198,0,1,0,4,7,0,0,0,0,98,0,RM,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,None,N,MnPrv,None,ConLD,Abnorml,50,6,7,101,23,0.0
122500,24.0,1920,376.0,471,294,765,765,600,1365,1,1,1,2,6,0,2,440,240,36,0,RM,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,160,5,5,50,0,50.0
181000,100.0,10839,0.0,0,926,926,926,678,1604,0,2,1,3,7,1,2,470,0,36,0,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,24,23,24.0
81000,21.0,1890,0.0,495,135,630,630,0,630,1,1,0,1,3,0,0,0,88,0,0,RM,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,Gable,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,180,4,7,49,0,0.0
212000,43.0,10667,0.0,385,70,799,827,834,1661,1,2,1,3,6,1,2,550,158,61,0,RL,None,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,ConLw,Normal,60,7,6,25,0,25.0
116000,40.0,4400,0.0,0,648,648,734,384,1118,0,1,0,2,6,0,2,440,0,0,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,6,8,101,71,31.0
119000,50.0,6000,0.0,0,884,884,904,0,904,0,1,0,2,4,0,1,180,0,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,45,6,7,95,17,95.0
90350,40.0,4280,0.0,365,75,440,694,0,694,0,1,0,2,4,1,1,352,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,Gd,TA,P,MnPrv,None,WD,Normal,30,5,6,108,19,31.0
110000,67.0,12354,0.0,0,684,684,684,512,1196,0,1,0,3,7,0,2,528,0,46,800,RL,Grvl,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,GdPrv,Shed,ConLI,Normal,50,6,8,101,21,16.0
118000,92.0,12108,270.0,133,1307,1440,1440,0,1440,0,2,0,4,8,0,0,0,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,FuseF,Fa,Typ,None,None,None,None,None,Y,None,None,WD,Normal,90,4,4,66,0,0.0
162900,52.0,6240,0.0,0,1078,1078,1128,445,1573,0,2,0,3,8,1,2,360,0,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,None,None,WD,Normal,50,5,7,91,29,91.0
172500,53.0,3922,72.0,0,1258,1258,1258,0,1258,0,2,0,2,6,1,3,648,144,16,0,RL,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,120,7,5,15,14,14.0
210000,70.0,8750,0.0,642,273,915,933,975,1908,1,2,1,4,8,1,2,493,144,133,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,60,7,5,27,26,27.0
127500,73.0,9855,0.0,0,1436,1436,1689,0,1689,0,1,0,3,7,1,2,480,0,0,0,RL,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,MnPrv,None,COD,Normal,20,6,5,65,0,65.0
199900,0.0,11214,0.0,0,930,930,956,930,1886,0,2,1,4,10,1,2,431,89,0,0,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,23,22,23.0
119500,50.0,8600,0.0,0,780,780,780,596,1376,0,2,0,3,7,1,1,198,0,0,0,RM,None,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,None,None,WD,Normal,50,6,6,84,71,84.0
120000,50.0,6000,0.0,331,318,649,679,504,1183,0,1,1,2,6,0,1,308,0,176,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,3,7,73,19,40.0
110000,70.0,5684,0.0,0,813,813,813,0,813,0,1,0,2,5,0,1,270,0,113,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,None,Detchd,Unf,Fa,Fa,N,None,None,WD,Normal,30,6,8,91,16,89.0
204000,0.0,9303,42.0,742,130,872,888,868,1756,1,2,1,3,7,0,2,422,144,122,0,RL,None,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,25,24,25.0
210000,75.0,9000,0.0,0,768,768,786,804,1590,0,2,1,3,6,0,2,676,0,30,0,FV,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,8,5,13,0,13.0
188000,63.0,9297,0.0,1606,122,1728,1728,0,1728,2,2,0,4,8,0,2,560,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Family,90,5,5,45,0,45.0
175500,80.0,9600,320.0,916,326,1242,1242,0,1242,0,1,1,3,6,1,2,528,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,7,6,48,0,48.0
98000,34.0,4571,0.0,0,624,624,624,720,1344,0,1,0,4,7,0,3,513,0,0,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,None,None,COD,Abnorml,70,5,5,105,71,105.0
161000,0.0,5100,0.0,0,588,588,833,833,1666,0,1,0,3,7,1,1,228,192,63,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Hip,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,70,8,7,96,25,96.0
263435,75.0,8004,110.0,544,288,832,832,1103,1935,1,2,1,3,8,0,2,552,0,150,0,FV,None,IR1,Lvl,Inside,Gtl,Somerst,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,BuiltIn,Fin,TA,TA,Y,None,None,New,Partial,60,8,5,12,0,12.0
155000,60.0,7200,0.0,350,0,560,575,560,1135,1,1,0,3,6,0,2,576,256,0,0,RL,None,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,70,7,9,85,14,50.0
188700,74.0,11988,0.0,326,389,715,849,811,1660,0,1,1,3,6,1,1,240,0,0,0,RL,None,IR1,HLS,Inside,Mod,Crawfor,Norm,1Fam,2Story,Hip,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,70,6,7,87,26,82.0
124000,60.0,8430,136.0,616,424,1040,1040,0,1040,0,2,0,3,5,0,0,0,0,0,0,RL,None,Reg,HLS,Inside,Mod,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,20,5,5,43,0,0.0
178740,0.0,3072,18.0,0,1375,1375,1414,0,1414,0,2,0,2,6,1,2,398,144,20,0,RM,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,120,7,5,17,0,17.0
146500,79.0,9480,224.0,386,342,728,888,756,1644,0,1,1,3,7,2,1,312,168,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,2Story,Gable,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,70,5,7,79,26,79.0
250000,98.0,11428,248.0,0,1626,1626,1634,0,1634,0,2,0,3,7,1,3,866,0,44,0,RL,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,8,5,15,0,15.0
187000,76.0,9291,120.0,426,406,832,832,878,1710,0,2,1,3,7,0,2,506,144,70,0,RL,None,IR1,Lvl,Corner,Gtl,SawyerW,RRNe,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,6,5,28,0,28.0
148000,35.0,3675,80.0,459,88,547,1072,0,1072,1,1,0,2,5,0,2,525,0,28,0,RM,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,SLvl,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Basment,RFn,TA,TA,Y,None,None,WD,Normal,180,6,5,16,0,16.0
440000,110.0,14977,304.0,1350,626,1976,1976,0,1976,1,2,0,2,7,1,3,908,250,63,0,RL,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,8,5,15,14,15.0
251000,41.0,5330,0.0,1196,298,1494,1652,0,1652,1,2,0,2,6,0,2,499,96,48,0,RL,None,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,120,8,5,21,0,21.0
208900,75.0,13125,215.0,994,484,1478,1493,0,1493,1,2,0,3,7,1,2,508,140,39,0,RL,None,Reg,Lvl,Inside,Mod,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,6,5,24,23,24.0
297000,79.0,10637,336.0,1288,417,1705,1718,0,1718,1,2,0,3,7,1,3,826,208,44,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,8,5,14,13,14.0
89471,50.0,5925,435.0,168,739,907,1131,0,1131,0,1,0,2,7,0,2,672,0,72,0,RM,None,Reg,Bnk,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,Stucco,Stucco,BrkCmn,TA,TA,BrkTil,Fa,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Alloca,30,4,7,84,21,26.0
374000,72.0,11846,562.0,1567,225,1792,1792,0,1792,1,2,0,2,6,1,3,874,206,49,0,RL,None,IR1,HLS,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,9,5,18,17,18.0
155000,50.0,2500,0.0,299,611,910,916,910,1826,1,1,1,4,7,1,1,164,0,0,0,RM,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,Gable,Stucco,Stucco,None,Gd,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Min2,Gd,Attchd,Unf,Fa,Fa,Y,None,None,WD,Normal,70,7,8,106,16,106.0
